"venue_id","district_id","name","district","category","cuisine","phone","address","latitude","longitude","website","opening_hours_dict","opening_hours","postal_code","neighborhood","takeaway","wheelchair_accessible"
"V3208","11002002","Ramen Bones 3","Friedrichshain-Kreuzberg","restaurant","japanese","","Neue Bahnhofstraße 22, 10245 Berlin","52.507199","13.471017","","{""Fr"":[[""17:00"",""22:00""],[""Sa"",""Su 12:00-15:00""]],""Sa"":[[""17:00"",""22:00""],[""Sa"",""Su 12:00-15:00""]],""Su"":[[""17:00"",""22:00""],[""Sa"",""Su 12:00-15:00""]],""Th"":[[""17:00"",""22:00""],[""Sa"",""Su 12:00-15:00""]],""We"":[[""17:00"",""22:00""],[""Sa"",""Su 12:00-15:00""]]}","We-Su 17:00-22:00, Sa-Su 12:00-15:00","10245.0","Friedrichshain","","no"
"V3209","11011011","Plötners Cafe","Lichtenberg","cafe","","","Anton-Saefkow-Platz 11, 10369 Berlin","52.529302","13.470584","","{""Fr"":[[""09:00"",""18:00""]],""Mo"":[[""09:00"",""18:00""]],""Sa"":[[""09:00"",""18:00""]],""Su"":[[""09:00"",""18:00""]],""Th"":[[""09:00"",""18:00""]],""Tu"":[[""09:00"",""18:00""]],""We"":[[""09:00"",""18:00""]]}","Mo-Su 09:00-18:00","10369.0","Fennpfuhl","","yes"
"V3210","11004004","Giro d'Espresso","Charlottenburg-Wilmersdorf","cafe","italian","","Knobelsdorffstraße 47, 14059 Berlin","52.512988","13.289642","http://www.giro-despresso.de/","{""Fr"":[[""08:00"",""19:00""],[""Sa"",""""],[""Su 09:00"",""18:00""],[""PH 10:00"",""18:00""]],""Mo"":[[""08:00"",""19:00""],[""Sa"",""""],[""Su 09:00"",""18:00""],[""PH 10:00"",""18:00""]],""Th"":[[""08:00"",""19:00""],[""Sa"",""""],[""Su 09:00"",""18:00""],[""PH 10:00"",""18:00""]],""Tu"":[[""08:00"",""19:00""],[""Sa"",""""],[""Su 09:00"",""18:00""],[""PH 10:00"",""18:00""]],""We"":[[""08:00"",""19:00""],[""Sa"",""""],[""Su 09:00"",""18:00""],[""PH 10:00"",""18:00""]]}","Mo-Fr 08:00-19:00, Sa,Su 09:00-18:00, PH 10:00-18:00","14059.0","Charlottenburg","","limited"
"V3211","11008008","Café Espera","Neukölln","cafe","coffee_shop;sandwich","","Pannierstraße 6, 12047 Berlin","52.486663","13.431051","","{""Fr"":[[""07:30"",""19:00""]],""Mo"":[[""07:30"",""19:00""]],""Sa"":[[""08:00"",""19:00 off""]],""Su"":[[""08:00"",""19:00 off""]],""Th"":[[""07:30"",""19:00""]],""Tu"":[[""07:30"",""19:00""]],""We"":[[""07:30"",""19:00""]]}","Mo-Fr 07:30-19:00; Sa, Su 08:00-19:00 off","12047.0","Neukölln","","limited"
"V3212","11003003","Lucky Leek","Pankow","restaurant","asian","","Kollwitzstraße 46, 10405 Berlin","52.534815","13.416742","","{""Fr"":[[""18:00"",""late""]],""Sa"":[[""18:00"",""late""]],""Su"":[[""18:00"",""late""]],""Th"":[[""18:00"",""late""]],""We"":[[""18:00"",""late""]]}","We-Su 18:00+","10405.0","Prenzlauer Berg","","no"
"V3213","11002002","Academie Lounge","Friedrichshain-Kreuzberg","bar","","","Köthener Straße 44, 10963 Berlin","52.507173","13.377563","https://www.academie-lounge.de/","","","10963.0","Kreuzberg","","limited"
"V3214","11002002","Linh yu!","Friedrichshain-Kreuzberg","restaurant","asian","+493026101607","Stresemannstraße 105, 10963 Berlin","52.506039","13.380004","https://www.linhlinhspezialitaet.de/","{""Fr"":[[""11:30"",""22:00""]],""Mo"":[[""11:30"",""22:00""]],""Su"":[[""13:00"",""22:00""]],""Th"":[[""11:30"",""22:00""]],""Tu"":[[""11:30"",""22:00""]],""We"":[[""11:30"",""22:00""]]}","Mo-Fr 11:30-22:00; Su 13:00-22:00","10963.0","Kreuzberg","","limited"
"V3215","11001001","Five Elephant","Mitte","cafe","","","Alte Schönhauser Straße 14, 10119 Berlin","52.526729","13.407624","","{""Fr"":[[""09:00"",""18:00""]],""Mo"":[[""09:00"",""18:00""]],""Sa"":[[""10:00"",""18:00""]],""Su"":[[""10:00"",""18:00""]],""Th"":[[""09:00"",""18:00""]],""Tu"":[[""09:00"",""18:00""]],""We"":[[""09:00"",""18:00""]]}","Mo-Fr 09:00-18:00; Sa-Su 10:00-18:00","10119.0","Mitte","","no"
"V3216","11002002","Maza Lounge","Friedrichshain-Kreuzberg","bar","","","Karl-Marx-Allee 121, 10243 Berlin","52.517061","13.447325","","{""Fr"":[[""15:00"",""05:00""]],""Sa"":[[""15:00"",""05:00""]]}","Fr-Sa 15:00-05:00; Mo-Th 15:00-01:00","10243.0","Friedrichshain","","limited"
"V3217","11008008","Tennis","Neukölln","bar","","","Tennis, Reuterstraße, Flughafenkiez, Neukölln, Berlin, 12053, Deutschland","52.481027","13.429365","https://www.instagram.com/tennisbarberlin/","{""Fr"":[[""18:00"",""02:00""]],""Mo"":[[""18:00"",""02:00""]],""Sa"":[[""18:00"",""02:00""]],""Su"":[[""18:00"",""02:00""]],""Th"":[[""18:00"",""02:00""]],""Tu"":[[""18:00"",""02:00""]],""We"":[[""18:00"",""02:00""]]}","Mo-Su 18:00-02:00","12053.0","Neukölln","",""
"V3218","11007007","Look & Feel Restaurant 008GRILL","Tempelhof-Schöneberg","restaurant","chinese","+493029009988","Lefèvrestraße 1, 12161 Berlin","52.466407","13.327659","https://008grill.de","{""Fr"":[[""11:30"",""22:30""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""22:30""]],""Th"":[[""11:30"",""22:30""]],""Tu"":[[""11:30"",""22:30""]],""We"":[[""11:30"",""22:30""]]}","Tu-Fr 11:30-22:30; Sa 12:00-23:00; Su 12:00-22:30","12161.0","Friedenau","","limited"
"V3219","11004004","Neni Berlin","Charlottenburg-Wilmersdorf","restaurant","international","","Neni Berlin, Budapester Straße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10787, Deutschland","52.505623","13.338202","https://nenifood.com/","{""Fr"":[[""12:00"",""00:00""]],""Mo"":[[""12:00"",""00:00""]],""Sa"":[[""12:30"",""00:00""]],""Su"":[[""12:30"",""00:00""]],""Th"":[[""12:00"",""00:00""]],""Tu"":[[""12:00"",""00:00""]],""We"":[[""12:00"",""00:00""]]}","Mo-Fr 12:00-00:00; Sa-Su 12:30-00:00","10787.0","Charlottenburg","","yes"
"V3220","11004004","Cafe Sidney","Charlottenburg-Wilmersdorf","restaurant","","","Pariser Straße 19, 10707 Berlin","52.498358","13.318549","https://www.cafesidneyberlin.de/","{""Fr"":[[""09:00"",""00:00""]],""Mo"":[[""09:00"",""00:00""]],""Sa"":[[""09:00"",""00:00""]],""Su"":[[""09:00"",""00:00""]],""Th"":[[""09:00"",""00:00""]],""Tu"":[[""09:00"",""00:00""]],""We"":[[""09:00"",""00:00""]]}","Mo-Su 09:00-24:00","10707.0","Wilmersdorf","","no"
"V3283","11005005","Co Do","Spandau","restaurant","vietnamese","","Ritterfelddamm 1, 14089 Berlin","52.454532","13.143349","","{""Fr"":[[""12:00"",""22:30""]],""Mo"":[[""12:00"",""22:30""]],""Sa"":[[""12:00"",""22:30""]],""Su"":[[""12:00"",""22:30""]],""Th"":[[""12:00"",""22:30""]],""Tu"":[[""12:00"",""22:30""]],""We"":[[""12:00"",""22:30""]]}","Mo-Su 12:00-22:30","14089.0","Kladow","","yes"
"V3221","11004004","Mr Hai – Shabuki","Charlottenburg-Wilmersdorf","restaurant","sushi","","Olivaer Platz 10, 10707 Berlin","52.498870","13.316675","","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Mo-Su 12:00-22:00","10707.0","Wilmersdorf","","limited"
"V3222","11003003","Prime Kebab","Pankow","restaurant","kebab","","Berlin","52.590936","13.442730","","","","","Blankenburg","yes","limited"
"V3223","11011011","Lovely Sushi","Lichtenberg","restaurant","sushi","","Anton-Saefkow-Platz 4, 10369 Berlin","52.529319","13.472553","","{""Fr"":[[""11:30"",""22:00""]],""Mo"":[[""11:30"",""22:00""]],""Sa"":[[""11:30"",""22:00""]],""Su"":[[""11:30"",""22:00""]],""Th"":[[""11:30"",""22:00""]],""Tu"":[[""11:30"",""22:00""]],""We"":[[""11:30"",""22:00""]]}","Mo-Su 11:30-22:00","10369.0","Fennpfuhl","","yes"
"V3224","11012012","dalmacija Grill","Reinickendorf","restaurant","","+49-(0)30-4154041","Schorfheidestraße 23, 13439 Berlin","52.593888","13.347415","http://www.dalmacija-grill.de/index.html","{""Fr"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Tu-Su 12:00-22:00","13439.0","Märkisches Viertel","","yes"
"V3225","11008008","Steckenpferd","Neukölln","bar","","","Steckenpferd, Ostburger Weg, Pfarrland-Siedlung, Rudow, Neukölln, Berlin, 12355, Deutschland","52.412818","13.515217","","","","12355.0","Rudow","",""
"V3226","11001001","Facil","Mitte","restaurant","","","Facil, Voxstraße, Tiergarten, Mitte, Berlin, 10785, Deutschland","52.508781","13.373739","https://www.facil.de/","","","10785.0","Tiergarten","","yes"
"V3227","11001001","Yosoy","Mitte","restaurant","spanish","+493028391213","Rosenthaler Straße 37, 10178 Berlin","52.524352","13.402778","https://www.yosoy.de/","{""Fr"":[[""11:00"",""late""]],""Mo"":[[""11:00"",""late""]],""Sa"":[[""11:00"",""late""]],""Su"":[[""11:00"",""late""]],""Th"":[[""11:00"",""late""]],""Tu"":[[""11:00"",""late""]],""We"":[[""11:00"",""late""]]}","11:00+","10178.0","Mitte","","no"
"V3228","11001001","Barachel Café","Mitte","cafe","coffee_shop","","Rosenthaler Straße 51, 10178 Berlin","52.525523","13.403741","","{""Fr"":[[""07:00"",""20:00""]],""Mo"":[[""07:00"",""20:00""]],""Sa"":[[""08:00"",""20:00""]],""Su"":[[""11:00"",""19:00""]],""Th"":[[""07:00"",""20:00""]],""Tu"":[[""07:00"",""20:00""]],""We"":[[""07:00"",""20:00""]]}","Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 11:00-19:00","10178.0","Mitte","","limited"
"V3229","11001001","Hasir","Mitte","restaurant","turkish","","Oranienburger Straße 4, 10178 Berlin","52.523819","13.401103","","","","10178.0","Mitte","","yes"
"V3230","11002002","Caramel","Friedrichshain-Kreuzberg","restaurant","salad","","Zimmerstraße 26, 10969 Berlin","52.507699","13.393023","","{""Fr"":[[""11:00"",""16:00""]],""Mo"":[[""11:00"",""16:00""]],""Th"":[[""11:00"",""16:00""]],""Tu"":[[""11:00"",""16:00""]],""We"":[[""11:00"",""16:00""]]}","Mo-Fr 11:00-16:00","10969.0","Kreuzberg","yes","yes"
"V3231","11008008","Zum Nussbaum","Neukölln","restaurant","german;romanian","","Neuköllnische Allee 93, 12057 Berlin","52.466295","13.468422","","{""Fr"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Tu-Su 12:00-22:00","12057.0","Neukölln","",""
"V3232","11004004","Greek Restaurant","Charlottenburg-Wilmersdorf","restaurant","greek","","Kurfürstendamm 212, 10719 Berlin","52.501911","13.325343","","","","10719.0","Charlottenburg","","limited"
"V3233","11009009","Thronburger","Treptow-Köpenick","restaurant","burger","","Wilhelminenhofstraße 65, 12459 Berlin","52.458099","13.527304","http://www.Thronburger.de","{""Fr"":[[""11:00"",""23:00""]],""Mo"":[[""11:00"",""23:00""]],""Sa"":[[""11:00"",""23:00""]],""Su"":[[""11:00"",""23:00""]],""Th"":[[""11:00"",""23:00""]],""Tu"":[[""11:00"",""23:00""]],""We"":[[""11:00"",""23:00""]]}","Mo-Su 11:00-23:00","12459.0","Oberschöneweide","","no"
"V3234","11002002","Cocolo Ramen X-Berg","Friedrichshain-Kreuzberg","restaurant","japanese;ramen","","Graefestraße 11, 10967 Berlin","52.493756","13.418085","","{""Fr"":[[""12:00"",""21:00""]],""Mo"":[[""12:00"",""21:00""]],""Sa"":[[""12:00"",""21:00""]],""Th"":[[""12:00"",""21:00""]],""Tu"":[[""12:00"",""21:00""]],""We"":[[""12:00"",""21:00""]]}","Mo-Sa 12:00-21:00","10967.0","Kreuzberg","","yes"
"V3235","11003003","Gingi's Izakaya","Pankow","restaurant","sushi","+493044049397","Rykestraße 45, 10405 Berlin","52.536566","13.420338","https://www.gingis-izakaya.de/","{""Fr"":[[""18:00"",""23:00""]],""Sa"":[[""18:00"",""23:00""]],""Su"":[[""18:00"",""23:00""]],""Th"":[[""18:00"",""23:00""]],""Tu"":[[""18:00"",""23:00""]],""We"":[[""18:00"",""23:00""]]}","Tu-Su 18:00-23:00","10405.0","Prenzlauer Berg","","no"
"V3236","11008008","Amalia","Neukölln","bar","","+493068813061","Selkestraße 27, 12051 Berlin","52.470061","13.436924","","{}","Th-Tu 10:30-23:00+","12051.0","Neukölln","","yes"
"V3237","11007007","Ulrichs","Tempelhof-Schöneberg","restaurant","","+493088564088","Karl-Heinrich-Ulrichs-Straße 11, 10787 Berlin","52.501829","13.352996","","{}","Tu-Th 14:00-18:00","10787.0","Schöneberg","","yes"
"V3238","11006006","Yogi Haus","Steglitz-Zehlendorf","restaurant","indian","","Lankwitzer Straße 5, 12209 Berlin","52.428933","13.330082","","{""Fr"":[[""11:30"",""00:00""]],""Mo"":[[""11:30"",""00:00""]],""Sa"":[[""11:30"",""00:00""]],""Su"":[[""11:30"",""00:00""]],""Th"":[[""11:30"",""00:00""]],""Tu"":[[""11:30"",""00:00""]],""We"":[[""11:30"",""00:00""]]}","Mo-Su 11:30-24:00","12209.0","Lichterfelde","","yes"
"V3239","11001001","Lila Pause","Mitte","cafe","","","Lila Pause, Wiebestraße, Moabit, Mitte, Berlin, 10553, Deutschland","52.528670","13.319288","","","","10553.0","Moabit","","no"
"V3240","11009009","Gasthaus zur Gemütlichkeit","Treptow-Köpenick","restaurant","","","Chris-Gueffroy-Allee 26, 12437 Berlin","52.456959","13.469690","","","","12437.0","Baumschulenweg","",""
"V3241","11001001","Costa","Mitte","cafe","coffee_shop","","Costa, Washingtonplatz, Europacity, Moabit, Mitte, Berlin, 10557, Deutschland","52.524469","13.368934","","{""Fr"":[[""06:00"",""22:00""]],""Mo"":[[""06:00"",""22:00""]],""Sa"":[[""08:00"",""22:00""]],""Su"":[[""08:00"",""22:00""]],""Th"":[[""06:00"",""22:00""]],""Tu"":[[""06:00"",""22:00""]],""We"":[[""06:00"",""22:00""]]}","Mo-Fr 06:00-22:00; Sa,Su 08:00-22:00","10557.0","Moabit","yes","yes"
"V3242","11008008","Sushi for you","Neukölln","restaurant","sushi","","Fritz-Reuter-Allee 179, 12359 Berlin","52.437641","13.447727","","","","12359.0","Britz","",""
"V3284","11002002","Cachondeo","Friedrichshain-Kreuzberg","restaurant","pizza","","Skalitzer Straße 66, 10997 Berlin","52.500216","13.439343","","","","10997.0","Kreuzberg","",""
"V3243","11004004","Hafis","Charlottenburg-Wilmersdorf","restaurant","persian","","Neue Kantstraße 17, 14057 Berlin","52.506154","13.283198","","{""Fr"":[[""13:00"",""01:00""]],""Mo"":[[""13:00"",""01:00""]],""Sa"":[[""13:00"",""01:00""]],""Su"":[[""13:00"",""00:00""]],""Th"":[[""13:00"",""01:00""]],""Tu"":[[""13:00"",""01:00""]],""We"":[[""13:00"",""01:00""]]}","Su 13:00-24:00; Mo-Sa 13:00-01:00","14057.0","Charlottenburg","","yes"
"V3244","11008008","Prachtwerk","Neukölln","bar","","+493040985635","Ganghoferstraße 2, 12043 Berlin","52.479054","13.438794","","{""Fr"":[[""18:00"",""01:00""]],""Sa"":[[""18:00"",""01:00""]],""Su"":[[""18:00"",""00:00""]]}","Su, We-Th 18:00-00:00; Fr-Sa 18:00-01:00","12043.0","Neukölln","","no"
"V3245","11008008","Vin Neukölln","Neukölln","bar","","","Elsenstraße 74, 12059 Berlin","52.485259","13.449385","","{""Fr"":[[""17:00"",""23:00""]],""Sa"":[[""17:00"",""23:00""]],""Th"":[[""17:00"",""23:00""]],""Tu"":[[""17:00"",""23:00""]],""We"":[[""17:00"",""23:00""]]}","Tu-Sa 17:00-23:00","12059.0","Neukölln","","no"
"V3246","11008008","Ristorante Stella Marina","Neukölln","restaurant","italian","","Lichtenrader Damm 7, 12305 Berlin","52.413875","13.401876","","{""Fr"":[[""12:00"",""01:00""]],""Mo"":[[""12:00"",""01:00""]],""Sa"":[[""12:00"",""01:00""]],""Su"":[[""12:00"",""01:00""]],""Th"":[[""12:00"",""01:00""]],""Tu"":[[""12:00"",""01:00""]],""We"":[[""12:00"",""01:00""]]}","12:00-01:00","12305.0","Buckow","","limited"
"V3247","11007007","Tianfuzius","Tempelhof-Schöneberg","restaurant","chinese","","Regensburger Straße 1, 10777 Berlin","52.495921","13.340478","","{""Fr"":[[""12:00"",""15:30""],[""17:30"",""23:00""]],""Mo"":[[""12:00"",""15:30""],[""17:30"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""15:30""],[""17:30"",""23:00""]],""We"":[[""12:00"",""15:30""],[""17:30"",""23:00""]]}","Mo,We-Fr 12:00-15:30,17:30-23:00; Sa,Su 12:00-23:00","10777.0","Schöneberg","","no"
"V3248","11006006","eni Café","Steglitz-Zehlendorf","cafe","coffee_shop;regional;sandwich;cake;pasta;italian","","Belßstraße 51, 12249 Berlin","52.427414","13.365011","https://www.enistation.de/de-DE/service-stationen/services/eni-cafe.page","{""Fr"":[[""06:00"",""21:00""]],""Mo"":[[""06:00"",""21:00""]],""Sa"":[[""07:00"",""21:00""]],""Su"":[[""07:00"",""21:00""]],""Th"":[[""06:00"",""21:00""]],""Tu"":[[""06:00"",""21:00""]],""We"":[[""06:00"",""21:00""]]}","Mo-Fr 06:00-21:00; Sa,Su 07:00-21:00","12249.0","Lankwitz","",""
"V3249","11002002","Teegebäck-Haus","Friedrichshain-Kreuzberg","cafe","","","Waldeyerstraße 12, 10247 Berlin","52.514587","13.471044","https://www.teegebaeck-hausberlin.de/","","","10247.0","Friedrichshain","",""
"V3250","11002002","Café Peri","Friedrichshain-Kreuzberg","restaurant","","","Kreutzigerstraße 14, 10247 Berlin","52.513010","13.459572","","","","10247.0","Friedrichshain","",""
"V3251","11002002","Horst & Jutta","Friedrichshain-Kreuzberg","bar","","03029049054","Scharnweberstraße 42, 10247 Berlin","52.512751","13.465078","http://horstundjutta.de/","{""Fr"":[[""20:00"",""03:00""]],""Sa"":[[""20:00"",""03:00""]]}","Fr-Sa 20:00-03:00","10247.0","Friedrichshain","",""
"V3252","11002002","Asia Point","Friedrichshain-Kreuzberg","restaurant","asian","","Petersburger Straße 87, 10247 Berlin","52.517843","13.453751","","{""Fr"":[[""11:00"",""22:00""]],""Mo"":[[""11:00"",""22:00""]],""Sa"":[[""13:00"",""22:00""]],""Su"":[[""13:00"",""22:00""]],""Th"":[[""11:00"",""22:00""]],""Tu"":[[""11:00"",""22:00""]],""We"":[[""11:00"",""22:00""]]}","Mo-Fr 11:00-22:00; Sa,Su 13:00-22:00","10247.0","Friedrichshain","","limited"
"V3253","11002002","Khao Taan","Friedrichshain-Kreuzberg","restaurant","thai","+493058617400","Gryphiusstraße 10, 10245 Berlin","52.508661","13.463786","https://khaotaan.com/","{""Fr"":[[""18:00"",""23:00""]],""Sa"":[[""18:00"",""23:00""]],""Th"":[[""18:00"",""23:00""]],""Tu"":[[""18:00"",""23:00""]],""We"":[[""18:00"",""23:00""]]}","Tu-Sa 18:00-23:00","10245.0","Friedrichshain","","no"
"V3254","11001001","Big Bascha","Mitte","restaurant","arab","","Huttenstraße 5, 10553 Berlin","52.527707","13.327266","http://www.bigbascha.de/","{""Mo"":[[""00:00"",""17:00""]],""Tu"":[[""00:00"",""17:00""]],""We"":[[""08:00"",""17:00""]]}","Mo, Tu, Th-Su 00:00-17:00; We 08:00-17:00","10553.0","Moabit","","limited"
"V3255","11008008","Mezos","Neukölln","restaurant","turkish","","Emser Straße 41, 12051 Berlin","52.468430","13.429540","","{""Fr"":[[""08:00"",""23:00""]],""Mo"":[[""08:00"",""23:00""]],""Sa"":[[""09:00"",""23:00""]],""Su"":[[""09:00"",""23:00""]],""Th"":[[""08:00"",""23:00""]],""Tu"":[[""08:00"",""23:00""]],""We"":[[""08:00"",""23:00""]]}","Mo-Fr 08:00-23:00; Sa-Su 09:00-23:00","12051.0","Neukölln","","limited"
"V3256","11009009","Vdoma","Treptow-Köpenick","restaurant","","","Regattastraße 105, 12527 Berlin","52.418908","13.579432","","{""Fr"":[[""12:00"",""21:00""]],""Mo"":[[""12:00"",""21:00""]],""Sa"":[[""12:00"",""21:00""]],""Su"":[[""12:00"",""21:00""]],""Th"":[[""12:00"",""21:00""]],""We"":[[""12:00"",""21:00""]]}","Mo, We-Su 12:00-21:00","12527.0","Grünau","","no"
"V3257","11002002","Zum goldenen Handwerk","Friedrichshain-Kreuzberg","bar","","","Obentrautstraße 36","52.496789","13.385203","","{""Mo"":[[""15:00-24:00"",""late""],[""We"",""Sa 15:00-02:00""],[""Su"",""""],[""PH 17:00-22:00"",""late""]],""Tu"":[[""15:00-24:00"",""late""],[""We"",""Sa 15:00-02:00""],[""Su"",""""],[""PH 17:00-22:00"",""late""]]}","Mo,Tu 15:00-24:00+, We-Sa 15:00-02:00, Su,PH 17:00-22:00+","","Kreuzberg","","yes"
"V3258","11002002","Falco' Slice","Friedrichshain-Kreuzberg","restaurant","pizza","","Falckensteinstraße 33, 10997 Berlin","52.497890","13.441872","","{""Fr"":[[""17:00"",""22:00""]],""Sa"":[[""17:00"",""22:00""]],""Su"":[[""17:00"",""22:00""]],""Th"":[[""17:00"",""22:00""]],""We"":[[""17:00"",""22:00""]]}","We-Su 17:00-22:00","10997.0","Kreuzberg","","limited"
"V3259","11001001","Mädchenitaliener","Mitte","restaurant","italian","","Alte Schönhauser Straße 12, 10119 Berlin","52.526930","13.407786","","{""Fr"":[[""12:00"",""19:00""]],""Mo"":[[""12:00"",""19:00""]],""Sa"":[[""12:00"",""19:00""]],""Th"":[[""12:00"",""19:00""]],""Tu"":[[""12:00"",""19:00""]],""We"":[[""12:00"",""19:00""]]}","Mo-Sa 12:00-19:00","10119.0","Mitte","","limited"
"V3260","11001001","La Tettoia","Mitte","restaurant","italian","","Waldstraße 55, 10551 Berlin","52.528298","13.330514","http://www.ristorante-tettoia.de/","{""Fr"":[[""16:00"",""00:00""]],""Sa"":[[""16:00"",""00:00""]],""Su"":[[""16:00"",""00:00""]],""Th"":[[""16:00"",""00:00""]],""Tu"":[[""16:00"",""00:00""]],""We"":[[""16:00"",""00:00""]]}","Tu-Su 16:00-00:00","10551.0","Moabit","","no"
"V3594","11004004","Café September","Charlottenburg-Wilmersdorf","cafe","","+493098365094","Haeselerstraße 20, 14050 Berlin","52.513807","13.278814","","","","14050.0","Westend","","limited"
"V3261","11009009","Veracruz","Treptow-Köpenick","restaurant","asian;meat;beef;tacos;curry;mexican","","Bölschestraße 66, 12587 Berlin","52.455678","13.625569","","{""Fr"":[[""11:00"",""late""]],""Mo"":[[""11:00"",""late""]],""PH"":[[""11:00"",""late""]],""Sa"":[[""11:00"",""late""]],""Su"":[[""11:00"",""late""]],""Th"":[[""11:00"",""late""]],""Tu"":[[""11:00"",""late""]],""We"":[[""11:00"",""late""]]}","Mo-Su,PH 11:00+","12587.0","Friedrichshagen","","limited"
"V3262","11012012","Alte Fasanerie","Reinickendorf","restaurant","german","+4930817291530","Fasanerie 10, 13469 Berlin","52.608053","13.368500","https://www.restaurant-alte-fasanerie.de/","{""Fr"":[[""12:00"",""17:00""]],""Sa"":[[""12:00"",""17:00""]],""Su"":[[""12:00"",""17:00""]]}","Fr-Su 12:00-17:00","13469.0","Märkisches Viertel","",""
"V3263","11002002","Haferkater","Friedrichshain-Kreuzberg","cafe","breakfast;cake;salad","+493047058936","Sonntagstraße 37, 10245 Berlin","52.502964","13.469214","https://haferkater.com/stores/ostkreuz/","{""Fr"":[[""05:00"",""20:00""]],""Mo"":[[""05:00"",""20:00""]],""Sa"":[[""05:30"",""20:00""]],""Su"":[[""06:30"",""20:00""]],""Th"":[[""05:00"",""20:00""]],""Tu"":[[""05:00"",""20:00""]],""We"":[[""05:00"",""20:00""]]}","Mo-Fr 05:00-20:00; Sa 05:30-20:00; Su 06:30-20:00","10245.0","Friedrichshain","","yes"
"V3264","11009009","Softeis und Kugeleis","Treptow-Köpenick","cafe","","","Bölschestraße 75, 12587 Berlin","52.456215","13.625067","","","","12587.0","Friedrichshagen","","yes"
"V3265","11009009","UnfassBar","Treptow-Köpenick","restaurant","","","Fürstenwalder Damm 484, 12587 Berlin","52.456794","13.624964","","","","12587.0","Friedrichshagen","","yes"
"V3266","11001001","Café Mom & Son","Mitte","cafe","","","Lützowstraße 44, 10785 Berlin","52.504846","13.357016","","{""Fr"":[[""07:00"",""16:00""]],""Mo"":[[""07:00"",""16:00""]],""Th"":[[""07:00"",""16:00""]],""Tu"":[[""07:00"",""16:00""]],""We"":[[""07:00"",""16:00""]]}","Mo-Fr 07:00-16:00","10785.0","Tiergarten","",""
"V3267","11009009","Hörnchen","Treptow-Köpenick","cafe","german;italian","+493076006626","Bölschestraße 54, 12587 Berlin","52.453875","13.625346","https://www.cafe-hoernchen-berlin.de/","","","12587.0","Friedrichshagen","",""
"V3268","11004004","Bobbe","Charlottenburg-Wilmersdorf","restaurant","","","Motzstraße 91, 10779 Berlin","52.493343","13.334341","","{}","Sa-Th 17:30-22:00","10779.0","Wilmersdorf","",""
"V3269","11003003","Queso y Jamon Cocktails & Tapas","Pankow","bar","","+493044033927","Schönhauser Allee 36-39, 10435 Berlin","52.538532","13.414037","https://kulturbrauerei.de/de/mieter-und-produkte/queso-y-jamon","{}","Mo-Th 16:00-0:00+, Fr-Su 14:00-0:00+","10435.0","Prenzlauer Berg","","limited"
"V3270","11002002","Caphe HOA 2","Friedrichshain-Kreuzberg","restaurant","vietnamese","+493061288480","Lausitzer Straße 48, 10999 Berlin","52.497804","13.429531","https://www.caphe-hoa.com/hoa2-startseite","{""Fr"":[[""11:00"",""22:00""]],""Mo"":[[""11:00"",""22:00""]],""Sa"":[[""13:00"",""22:00""]],""Su"":[[""13:00"",""22:00""]],""Th"":[[""11:00"",""22:00""]],""Tu"":[[""11:00"",""22:00""]],""We"":[[""11:00"",""22:00""]]}","Mo-Fr 11:00-22:00; Sa-Su 13:00-22:00","10999.0","Kreuzberg","","yes"
"V3271","11007007","Cafe Miro","Tempelhof-Schöneberg","cafe","turkish;sandwich;cake","","Cafe Miro, Götzstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, Teltow, 12099, Deutschland","52.464656","13.385841","","","","12099.0","Tempelhof","","yes"
"V3272","11001001","Kheibar","Mitte","restaurant","indian","","Burgsdorfstraße 4, 13353 Berlin","52.542553","13.361948","","","","13353.0","Wedding","",""
"V3273","11002002","Bamboo’s Hut Asiatische Küche & Sushi Bar","Friedrichshain-Kreuzberg","restaurant","vietnamese;sushi","+493024781215","Georgenkirchstraße 3, 10249 Berlin","52.526532","13.423726","http://bambooshut.de","","","10249.0","Friedrichshain","",""
